,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,lnN,shapes,syst_type,direction,variation_alias
200,XToYHTo6B_MX-3000_MY-700,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-700,Signal,,1.023,,lnN,,
201,XToYHTo6B_MX-3000_MY-700,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-700,Signal,,,,,,
202,XToYHTo6B_MX-3000_MY-800,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-800,Signal,,1.023,,lnN,,
203,XToYHTo6B_MX-3000_MY-800,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3000_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3000_MY-800,Signal,,,,,,
204,XToYHTo6B_MX-3500_MY-250,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-250,Signal,,1.023,,lnN,,
205,XToYHTo6B_MX-3500_MY-250,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-250,Signal,,,,,,
206,XToYHTo6B_MX-3500_MY-300,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-300,Signal,,1.023,,lnN,,
207,XToYHTo6B_MX-3500_MY-300,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-300,Signal,,,,,,
208,XToYHTo6B_MX-3500_MY-350,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-350,Signal,,1.023,,lnN,,
209,XToYHTo6B_MX-3500_MY-350,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-350,Signal,,,,,,
210,XToYHTo6B_MX-3500_MY-400,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-400,Signal,,1.023,,lnN,,
211,XToYHTo6B_MX-3500_MY-400,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-400,Signal,,,,,,
212,XToYHTo6B_MX-3500_MY-450,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-450,Signal,,1.023,,lnN,,
213,XToYHTo6B_MX-3500_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-450,Signal,,,,,,
214,XToYHTo6B_MX-3500_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-500,Signal,,1.023,,lnN,,
215,XToYHTo6B_MX-3500_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-500,Signal,,,,,,
216,XToYHTo6B_MX-3500_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-600,Signal,,1.023,,lnN,,
217,XToYHTo6B_MX-3500_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-600,Signal,,,,,,
218,XToYHTo6B_MX-3500_MY-700,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-700,Signal,,1.023,,lnN,,
219,XToYHTo6B_MX-3500_MY-700,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-700,Signal,,,,,,
220,XToYHTo6B_MX-3500_MY-800,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-800,Signal,,1.023,,lnN,,
221,XToYHTo6B_MX-3500_MY-800,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-3500_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-3500_MY-800,Signal,,,,,,
222,XToYHTo6B_MX-4000_MY-250,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-250,Signal,,1.023,,lnN,,
223,XToYHTo6B_MX-4000_MY-250,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-250_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-250,Signal,,,,,,
224,XToYHTo6B_MX-4000_MY-300,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-300,Signal,,1.023,,lnN,,
225,XToYHTo6B_MX-4000_MY-300,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-300_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-300,Signal,,,,,,
226,XToYHTo6B_MX-4000_MY-350,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-350,Signal,,1.023,,lnN,,
227,XToYHTo6B_MX-4000_MY-350,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-350_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-350,Signal,,,,,,
228,XToYHTo6B_MX-4000_MY-400,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-400,Signal,,1.023,,lnN,,
229,XToYHTo6B_MX-4000_MY-400,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-400_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-400,Signal,,,,,,
230,XToYHTo6B_MX-4000_MY-450,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-450,Signal,,1.023,,lnN,,
231,XToYHTo6B_MX-4000_MY-450,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-450_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-450,Signal,,,,,,
232,XToYHTo6B_MX-4000_MY-500,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-500,Signal,,1.023,,lnN,,
233,XToYHTo6B_MX-4000_MY-500,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-500_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-500,Signal,,,,,,
234,XToYHTo6B_MX-4000_MY-600,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-600,Signal,,1.023,,lnN,,
235,XToYHTo6B_MX-4000_MY-600,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-600_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-600,Signal,,,,,,
236,XToYHTo6B_MX-4000_MY-700,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-700,Signal,,1.023,,lnN,,
237,XToYHTo6B_MX-4000_MY-700,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-700_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-700,Signal,,,,,,
238,XToYHTo6B_MX-4000_MY-800,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-800,Signal,,1.023,,lnN,,
239,XToYHTo6B_MX-4000_MY-800,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-800_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-800,Signal,,,,,,
240,XToYHTo6B_MX-4000_MY-900,pass,default,1,SIGNAL,1.0,lumi,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-900_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-900,Signal,,1.023,,lnN,,
241,XToYHTo6B_MX-4000_MY-900,pass,default,1,SIGNAL,1.0,nominal,symlink2histograms_Run2/XToYHTo6B_MX-4000_MY-900_Histograms.root,mj_vs_mjj_SR_pass_boosted_nominal,XToYHTo6B_MX-4000_MY-900,Signal,,,,,,
